category,rank,player_name,team_display,position,season,games_played,pass_yards,pass_tds,interceptions,completions,pass_attempts,rush_yards,rush_tds,rush_attempts,rec_yards,rec_tds,receptions,tackles,assisted_tackles,sacks,def_interceptions,pass_deflections,forced_fumbles
tds,34,Dalvin Cook,MIN,RB,2020,14,0,0,0,0,0,1557,16,312,361,1,44,0,0,0,0,0,0
tds,35,Jamaal Williams,DET,RB,2022,17,0,0,0,0,0,1066,17,262,73,0,12,0,0,0,0,0,0
tds,36,Ja'Marr Chase,CIN,WR,2024,17,0,0,0,0,0,32,0,3,1708,17,127,0,0,0,0,0,0
tds,37,Eddie George,TEN,RB,2000,16,0,0,0,0,0,1455,14,398,429,2,48,0,0,0,0,0,0
tds,38,Muhsin Muhammad,CAR,WR,2004,16,0,0,0,0,0,15,0,3,1405,16,93,0,0,0,0,0,0
tds,39,Terrell Owens,SF,WR,2001,16,0,0,0,0,0,21,0,4,1412,16,93,0,0,0,0,0,0
tds,40,Lamar Smith,MIA,RB,2000,14,0,0,0,0,1,1063,14,281,180,2,27,0,0,0,0,0,0
tds,41,Deuce McAllister,NO,RB,2002,15,0,0,0,0,0,1388,13,325,352,3,47,0,0,0,0,0,0
tds,42,Willie Parker,PIT,RB,2006,16,0,0,0,0,0,1494,13,337,222,3,31,0,0,0,0,0,0
tds,43,Steven Jackson,LAR,RB,2006,16,0,0,0,0,0,1528,13,346,806,3,90,0,0,0,0,0,0
tds,44,Chris Johnson,TEN,CB,2009,16,0,0,0,0,1,2006,14,358,503,2,50,0,0,0,0,0,0
tds,45,Braylon Edwards,CLE,WR,2007,16,0,0,0,0,0,0,0,0,1289,16,80,0,0,0,0,0,0
tds,46,Marion Barber,DAL,RB,2006,16,0,0,0,0,0,654,14,136,196,2,23,0,0,0,0,0,0
tds,47,Maurice Jones-Drew,JAX,RB,2009,16,0,0,0,0,0,1391,15,312,374,1,53,0,0,0,0,0,0
tds,48,Calvin Johnson,DET,WR,2011,16,0,0,0,0,0,11,0,1,1686,16,97,0,0,0,0,0,0
tds,49,Jimmy Graham,NO,TE,2013,16,0,0,0,0,0,0,0,0,1215,16,86,0,0,0,0,0,0
tds,50,Dez Bryant,DAL,WR,2014,16,0,0,0,0,0,0,0,0,1320,16,88,0,0,0,0,0,0
